Attrition_status,department,satisfaction,filed_complaint,projects,recently_promoted,salary,tenure
Employed,marketing,9,0,5,0,medium,3
Employed,marketing,10,0,3,0,medium,7
Employed,marketing,4,0,3,0,medium,3
Employed,marketing,8,0,3,0,low,3
Employed,marketing,9,0,4,0,medium,8
Left,marketing,8,0,4,0,low,5
Employed,marketing,10,0,4,0,high,2
Left,marketing,2,0,6,0,medium,4
Left,marketing,8,1,5,0,medium,6
Employed,marketing,10,0,3,0,medium,8
Left,marketing,2,0,6,0,medium,5
Left,marketing,2,0,7,0,low,4
Left,marketing,9,0,4,0,low,6
Left,marketing,1,0,7,0,low,5
Employed,marketing,8,0,5,0,low,3
Employed,marketing,2,0,3,0,medium,4
Employed,marketing,6,1,4,0,low,3
Employed,marketing,9,0,4,0,low,8
Employed,marketing,10,0,5,0,low,2
Employed,marketing,10,0,3,0,low,3
Employed,marketing,10,0,5,0,low,3
Employed,marketing,5,0,4,0,medium,6
Employed,marketing,10,0,4,0,low,8
Employed,marketing,6,0,3,0,low,4
Left,marketing,2,0,6,0,low,4
Left,marketing,9,0,5,0,low,6
Employed,marketing,9,0,4,0,medium,4
Employed,marketing,8,0,3,0,low,3
Left,marketing,10,0,4,0,low,6
Employed,marketing,10,0,4,0,medium,4
Employed,marketing,2,0,4,0,low,4
Employed,marketing,6,0,3,0,medium,6
Employed,marketing,7,1,5,0,low,7
Left,marketing,10,0,4,0,medium,5
Employed,marketing,7,1,3,0,medium,8
Employed,marketing,10,0,3,0,medium,7
Employed,marketing,7,0,5,0,medium,3
Left,marketing,9,1,4,0,low,5
Employed,marketing,5,0,3,0,low,2
Employed,marketing,8,0,4,0,low,2
Left,marketing,1,0,6,0,medium,5
Left,marketing,8,1,5,0,medium,6
Employed,marketing,7,1,5,0,low,7
Employed,marketing,10,0,2,0,medium,5
Left,marketing,2,0,6,0,medium,4
Left,marketing,8,1,5,0,medium,6
Employed,marketing,6,1,4,0,medium,3
Employed,marketing,2,0,5,0,low,3
Left,marketing,2,0,6,0,low,4
Left,marketing,9,1,4,0,low,5
Employed,marketing,7,0,4,0,low,7
Employed,marketing,6,0,3,0,medium,6
Left,marketing,1,0,6,0,low,4
Left,marketing,8,0,4,0,low,5
Employed,marketing,10,1,3,0,medium,4
Employed,marketing,9,0,3,0,medium,3
Left,marketing,1,0,6,0,low,4
Left,marketing,2,0,6,0,low,4
Left,marketing,2,0,6,0,low,4
Employed,marketing,6,0,4,0,low,3
Left,marketing,2,0,6,0,low,4
Employed,marketing,10,0,3,0,low,2
Employed,marketing,3,0,5,0,medium,5
Employed,marketing,8,0,3,0,medium,3
Left,marketing,9,0,4,0,low,5
Employed,marketing,7,0,4,0,low,4
Employed,marketing,10,0,3,0,low,2
Employed,marketing,10,0,4,0,high,3
Employed,marketing,10,0,4,0,high,3
Employed,marketing,7,0,4,0,medium,6
Employed,marketing,4,0,2,0,medium,3
Employed,marketing,10,0,3,0,low,2
Left,marketing,9,0,4,0,low,6
Employed,marketing,6,0,4,0,low,3
Left,marketing,9,0,4,0,low,5
Employed,marketing,3,0,5,0,low,3
Left,marketing,10,0,5,0,low,5
Employed,marketing,2,0,3,0,high,6
Employed,marketing,7,0,3,0,medium,3
Employed,marketing,10,0,3,0,medium,2
Employed,marketing,7,0,4,0,low,2
Employed,marketing,6,1,3,0,medium,2
Employed,marketing,5,1,6,0,low,4
Employed,marketing,6,0,3,0,medium,5
Employed,marketing,2,0,3,0,low,6
Employed,marketing,8,0,6,0,medium,2
Employed,marketing,8,0,4,0,medium,2
Employed,marketing,7,0,5,0,medium,8
Employed,marketing,9,0,3,0,low,3
Employed,marketing,2,0,6,0,low,3
Employed,marketing,9,0,4,0,medium,8
Employed,marketing,9,0,4,0,low,2
Employed,marketing,10,1,4,0,high,2
Employed,marketing,7,0,5,0,low,2
Employed,marketing,8,0,3,0,medium,3
Employed,marketing,7,1,3,0,medium,3
Employed,marketing,8,0,3,0,low,3
Left,marketing,2,0,7,0,low,4
Left,marketing,9,0,4,0,medium,5
Employed,marketing,10,0,5,0,medium,2
Employed,marketing,8,1,4,0,low,2
Employed,marketing,9,0,5,0,medium,2
Left,marketing,10,0,5,0,medium,5
Employed,marketing,10,0,4,0,medium,2
Employed,marketing,10,0,5,0,medium,2
Employed,marketing,2,0,3,0,high,4
Left,marketing,8,0,5,0,medium,5
Employed,marketing,10,0,5,0,medium,2
Employed,marketing,6,0,2,0,high,3
Employed,marketing,10,1,3,0,high,3
Employed,marketing,5,0,5,0,low,3
Employed,marketing,8,0,4,0,medium,4
Employed,marketing,6,1,4,0,medium,2
Employed,marketing,8,0,5,0,low,3
Employed,marketing,8,0,4,0,medium,3
Employed,marketing,7,0,5,0,medium,3
Employed,marketing,9,0,3,0,medium,2
Employed,marketing,6,0,3,0,medium,3
Employed,marketing,6,1,4,0,medium,2
Left,marketing,1,0,7,0,low,5
Left,marketing,8,0,5,0,medium,5
Employed,marketing,7,0,4,0,low,7
Employed,marketing,8,1,3,0,medium,4
Employed,marketing,6,1,5,0,low,2
Employed,marketing,6,0,4,0,medium,3
Employed,marketing,8,0,4,0,low,4
Employed,marketing,6,1,3,0,medium,3
Left,marketing,1,0,6,0,low,4
Left,marketing,9,0,5,0,low,6
Employed,marketing,10,0,4,0,medium,2
Left,marketing,8,0,4,0,low,5
Left,marketing,1,0,7,0,low,4
Employed,marketing,2,0,4,0,high,4
Left,marketing,8,1,4,0,low,5
Employed,marketing,9,0,6,0,medium,2
Left,marketing,9,0,5,0,low,5
Employed,marketing,7,0,3,0,low,3
Left,marketing,1,0,6,0,low,4
Employed,marketing,10,0,3,0,low,4
Left,marketing,2,0,7,0,low,4
Left,marketing,2,0,6,0,low,4
Employed,marketing,9,0,4,0,low,2
Employed,marketing,6,1,5,0,low,3
Left,marketing,9,0,5,0,medium,5
Employed,marketing,6,0,5,0,low,3
Employed,marketing,9,0,3,0,medium,3
Employed,marketing,7,1,3,0,medium,2
Employed,marketing,10,0,4,1,low,2
Employed,marketing,10,0,3,0,medium,2
Left,marketing,2,0,6,0,low,5
Left,marketing,2,0,6,0,low,4
Employed,marketing,5,0,3,0,low,2
Employed,marketing,8,0,3,0,low,4
Employed,marketing,8,0,5,0,medium,2
Employed,marketing,6,1,4,0,low,2
Employed,marketing,6,0,4,0,medium,4
Employed,marketing,3,1,6,0,medium,6
Employed,marketing,3,0,6,0,low,4
Employed,marketing,8,0,5,0,low,2
Employed,marketing,3,0,4,0,low,6
Employed,marketing,8,1,5,0,medium,2
Left,marketing,8,0,5,0,medium,5
Employed,marketing,9,0,4,0,medium,2
Employed,marketing,5,0,3,0,low,10
Employed,marketing,8,0,3,0,medium,3
Employed,marketing,10,0,3,0,high,4
Employed,marketing,8,0,5,0,medium,8
Employed,marketing,9,0,3,0,medium,3
Employed,marketing,7,1,3,1,medium,3
Left,marketing,2,0,7,0,medium,4
Left,marketing,9,0,4,0,medium,5
Employed,marketing,8,0,4,0,low,3
Employed,marketing,7,0,2,0,high,3
Employed,marketing,8,0,3,0,low,3
Left,marketing,1,0,6,0,low,4
Employed,marketing,9,0,4,0,low,3
Employed,marketing,6,0,5,0,low,3
Employed,marketing,10,1,4,0,low,3
Employed,marketing,8,0,4,0,medium,2
Left,marketing,9,0,5,0,low,6
Employed,marketing,8,0,4,0,low,3
Left,marketing,9,0,5,0,medium,5
Employed,marketing,7,0,3,0,low,3
Employed,marketing,8,1,3,0,medium,4
Employed,marketing,8,0,3,0,low,3
Left,marketing,7,0,5,0,low,5
Employed,marketing,7,0,4,0,low,2
Left,marketing,9,0,5,0,medium,5
Employed,marketing,5,0,3,0,low,3
Employed,marketing,7,0,5,0,low,2
Left,marketing,1,0,7,0,low,4
Left,marketing,8,0,5,0,low,5
Employed,marketing,5,0,5,0,medium,4
Employed,marketing,8,1,4,0,medium,3
Employed,marketing,6,0,3,0,low,10
Employed,marketing,10,1,4,0,low,3
Employed,marketing,9,0,3,0,low,2
Employed,marketing,9,0,3,0,medium,2
Left,marketing,2,0,7,0,medium,4
Employed,marketing,8,0,2,0,medium,3
Left,marketing,2,0,7,0,medium,4
Employed,marketing,5,0,2,0,low,2
Employed,marketing,7,0,4,0,medium,3
Employed,marketing,6,0,4,0,medium,3
Employed,marketing,10,0,3,0,low,2
Employed,marketing,10,1,5,0,medium,4
Employed,marketing,8,1,5,0,low,4
Left,marketing,10,0,5,0,low,6
Employed,marketing,8,0,4,0,medium,3
Left,marketing,9,0,4,0,medium,5
Left,marketing,1,0,7,0,low,4
Employed,marketing,7,0,3,0,medium,4
Left,marketing,10,0,4,0,low,6
Employed,marketing,5,0,4,0,medium,4
Employed,marketing,6,0,2,0,low,3
Left,marketing,6,0,6,0,low,4
Employed,marketing,10,0,3,0,high,3
Employed,marketing,9,0,5,0,medium,3
Left,marketing,9,0,4,0,low,5
Employed,marketing,10,0,3,0,medium,3
Left,marketing,9,0,4,0,low,5
Left,marketing,2,0,7,0,medium,4
Employed,marketing,3,0,4,0,low,5
Left,marketing,9,0,4,0,medium,5
Employed,marketing,10,0,4,0,low,2
Employed,marketing,7,1,4,0,low,2
Employed,marketing,10,0,4,1,low,2
Employed,marketing,6,0,4,0,medium,3
Employed,marketing,6,0,3,1,medium,3
Employed,marketing,7,0,3,0,low,3
Employed,marketing,8,0,4,0,medium,3
Employed,marketing,8,0,3,0,low,3
Employed,marketing,10,0,3,0,low,3
Employed,marketing,10,0,4,0,medium,3
Employed,marketing,3,1,4,0,medium,4
Employed,marketing,10,1,3,0,low,4
Left,marketing,8,0,4,0,low,5
Left,marketing,8,0,4,0,low,5
Employed,marketing,2,0,4,0,medium,6
Left,marketing,9,0,5,0,low,6
Left,marketing,9,0,5,0,low,6
Left,marketing,9,0,5,0,low,6
Left,marketing,10,0,5,0,low,6
Left,marketing,10,0,5,0,low,6
Employed,marketing,7,0,4,0,medium,10
Employed,procurement,10,0,2,0,low,6
Employed,procurement,5,1,3,0,medium,6
Employed,procurement,5,0,5,0,medium,5
Employed,procurement,9,1,6,0,medium,3
Employed,procurement,4,0,2,1,medium,3
Employed,procurement,8,0,4,0,low,4
Employed,procurement,7,0,5,0,medium,3
Employed,procurement,6,0,3,0,medium,3
Employed,procurement,8,0,4,0,low,2
Employed,procurement,9,0,3,0,low,4
Employed,procurement,5,0,2,0,low,3
Employed,procurement,6,0,2,0,high,2
Left,procurement,5,0,2,0,low,3
Employed,procurement,3,1,6,0,medium,4
Employed,procurement,9,0,4,0,medium,3
Employed,procurement,6,1,5,0,low,8
Employed,procurement,7,0,6,0,low,4
Left,procurement,5,0,2,0,low,3
Employed,procurement,10,0,3,0,low,2
Employed,procurement,6,0,4,0,low,3
Employed,procurement,9,0,4,0,medium,2
Employed,procurement,7,1,4,0,low,3
Employed,procurement,6,0,4,0,medium,3
Employed,procurement,7,0,4,0,medium,3
Employed,procurement,3,0,5,0,low,5
Employed,procurement,3,0,6,0,medium,3
Employed,procurement,6,0,5,0,medium,3
Employed,procurement,7,0,3,0,low,3
Left,procurement,5,0,2,0,low,3
Left,procurement,5,0,2,0,low,3
Employed,procurement,8,0,4,0,low,3
Employed,procurement,6,0,4,0,low,2
Employed,procurement,1,0,6,0,high,6
Employed,procurement,9,0,3,0,low,2
Employed,procurement,6,0,4,0,low,3
Employed,procurement,8,0,5,0,low,2
Employed,procurement,9,0,5,0,low,3
Employed,procurement,2,0,3,1,low,4
Employed,procurement,8,0,3,0,low,3
Employed,procurement,7,0,3,0,medium,2
Employed,procurement,8,0,4,0,medium,2
Employed,procurement,8,0,3,0,low,2
Employed,procurement,8,0,4,0,low,2
Employed,procurement,8,1,3,0,low,3
Employed,procurement,9,1,3,0,low,3
Employed,procurement,7,0,2,0,medium,2
Employed,procurement,7,0,3,0,medium,2
Employed,procurement,9,0,4,0,low,2
Employed,procurement,8,0,5,0,medium,2
Employed,procurement,5,0,3,0,low,2
Employed,procurement,10,0,2,0,medium,6
Employed,procurement,3,0,5,0,medium,6
Employed,procurement,7,0,4,0,low,3
Employed,procurement,5,0,2,0,low,3
Employed,procurement,8,0,4,0,high,2
Employed,procurement,7,0,5,0,low,3
Employed,procurement,6,0,4,0,medium,3
Employed,procurement,10,0,3,0,low,8
Employed,procurement,8,0,3,0,low,2
Employed,procurement,8,1,3,0,low,4
Employed,procurement,6,0,3,0,medium,3
Employed,procurement,8,1,3,0,medium,3
Employed,procurement,4,0,2,1,medium,2
Employed,procurement,3,1,5,0,medium,5
Employed,procurement,10,0,5,0,medium,2
Employed,procurement,6,1,3,0,low,2
Employed,procurement,8,0,3,0,medium,4
Employed,procurement,6,0,3,0,medium,3
Employed,procurement,7,1,4,0,medium,2
Employed,procurement,7,1,4,0,low,5
Employed,procurement,9,0,4,0,medium,3
Employed,procurement,6,0,3,0,low,3
Employed,procurement,8,0,6,0,medium,3
Employed,procurement,9,0,4,0,low,3
Employed,procurement,3,0,6,0,medium,5
Employed,procurement,8,0,5,0,low,3
Employed,procurement,4,0,2,0,low,3
Employed,procurement,7,1,4,0,medium,3
Employed,procurement,7,0,5,0,high,3
Employed,procurement,8,0,5,0,medium,3
Employed,procurement,10,0,4,0,low,3
Employed,procurement,9,1,5,0,low,3
Employed,procurement,2,1,6,0,low,6
Employed,procurement,7,0,3,0,low,3
Employed,procurement,8,0,3,0,low,5
Employed,procurement,6,0,3,0,medium,2
Employed,procurement,8,1,3,0,low,3
Employed,procurement,7,0,3,0,medium,3
Employed,procurement,8,1,3,0,medium,4
Employed,procurement,3,1,5,0,low,4
Employed,procurement,9,0,4,1,medium,3
Employed,procurement,10,0,5,1,medium,4
Employed,procurement,6,0,4,0,medium,3
Employed,procurement,10,1,4,0,high,3
Employed,procurement,8,0,3,0,medium,2
Employed,procurement,6,0,3,0,low,2
Employed,procurement,6,0,5,0,medium,3
Employed,procurement,6,0,5,0,medium,6
Employed,procurement,2,1,5,0,high,3
Employed,procurement,8,0,3,0,medium,3
Employed,procurement,6,0,3,0,low,6
Employed,procurement,8,1,3,0,medium,3
Employed,procurement,2,0,6,0,low,6
Employed,procurement,5,0,3,0,medium,4
Employed,procurement,8,0,3,0,low,2
Employed,procurement,8,0,3,0,medium,3
Employed,procurement,3,0,5,0,low,2
Employed,procurement,2,0,5,0,low,4
Employed,procurement,10,0,4,0,medium,3
Employed,procurement,10,0,5,0,medium,2
Employed,procurement,9,0,3,0,low,3
Employed,procurement,10,0,3,0,low,3
Left,procurement,8,0,4,0,low,5
Employed,procurement,7,0,3,0,high,4
Employed,procurement,8,1,5,0,low,2
Employed,procurement,2,0,5,0,low,6
Employed,procurement,6,0,4,0,high,3
Employed,procurement,9,1,4,0,low,3
Employed,procurement,2,0,5,0,low,4
Left,procurement,9,0,5,0,medium,5
Left,procurement,1,0,7,0,medium,4
Employed,procurement,4,0,6,0,medium,3
Employed,procurement,9,0,3,0,medium,2
Left,procurement,2,0,6,0,low,5
Employed,procurement,8,0,4,0,low,2
Employed,procurement,9,0,5,0,low,2
Employed,procurement,6,0,3,0,medium,4
Employed,procurement,8,0,3,0,low,4
Employed,procurement,7,1,6,1,medium,4
Employed,procurement,4,0,4,0,low,4
Left,procurement,2,0,6,0,medium,4
Left,procurement,2,0,7,0,medium,4
Employed,procurement,8,0,4,0,medium,3
Left,procurement,9,0,5,0,medium,5
Left,procurement,1,0,6,0,low,4
Employed,procurement,7,0,3,0,low,4
Employed,procurement,10,0,5,0,low,3
Employed,procurement,10,0,4,0,medium,2
Employed,procurement,8,1,4,0,medium,3
Employed,procurement,9,0,5,1,medium,2
Employed,procurement,8,0,3,0,medium,4
Employed,procurement,10,0,4,1,medium,2
Left,procurement,1,0,6,0,medium,4
Employed,procurement,9,0,5,1,medium,2
Employed,procurement,8,0,3,0,medium,3
Left,procurement,2,0,6,0,low,4
Left,procurement,2,1,7,0,medium,4
Employed,procurement,10,0,3,0,low,3
Employed,procurement,6,0,3,0,medium,3
Employed,procurement,7,0,3,0,low,4
Employed,procurement,8,0,3,0,low,2
Employed,procurement,8,1,4,1,low,3
Employed,procurement,6,1,4,0,low,4
Employed,procurement,8,0,3,0,low,3
Employed,procurement,6,0,3,0,low,3
Employed,procurement,6,0,3,0,medium,4
Employed,product,9,0,3,0,medium,3
Employed,product,8,0,6,0,low,3
Employed,product,6,0,2,0,high,2
Employed,product,3,0,4,0,high,5
Employed,product,7,0,4,0,low,5
Employed,product,2,0,6,0,medium,2
Employed,product,7,0,2,0,medium,3
Employed,product,7,0,6,0,low,2
Employed,product,7,1,4,0,high,4
Employed,product,5,0,2,0,high,2
Employed,product,2,1,3,0,low,3
Employed,product,3,0,4,0,medium,4
Employed,product,8,0,2,0,medium,5
Employed,product,7,0,5,0,medium,4
Employed,product,10,1,6,0,low,2
Left,product,5,1,2,0,low,3
Employed,product,6,0,3,0,medium,3
Employed,product,4,0,6,0,medium,3
Employed,product,5,0,4,0,high,7
Employed,product,5,0,4,0,high,2
Employed,product,5,0,4,0,high,7
Employed,product,7,0,3,0,medium,3
Employed,product,2,0,6,0,low,2
Employed,product,5,0,2,0,low,2
Employed,product,6,0,3,0,medium,4
Employed,product,4,0,3,0,low,3
Employed,product,5,0,3,0,medium,2
Employed,product,10,0,6,0,low,6
Employed,product,10,1,5,0,medium,4
Employed,product,6,0,5,0,medium,4
Employed,product,5,0,3,0,medium,10
Employed,product,5,0,2,0,low,2
Employed,product,7,0,3,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,7,0,4,0,high,3
Employed,product,6,0,2,0,medium,2
Left,product,4,0,2,0,low,3
Left,product,5,0,2,0,low,3
Left,product,4,0,2,0,low,3
Employed,product,6,0,6,0,medium,3
Employed,product,5,0,4,0,medium,3
Employed,product,9,0,4,0,high,6
Employed,product,9,0,4,0,medium,2
Employed,product,9,0,3,0,medium,2
Employed,product,7,0,3,0,low,2
Employed,product,2,1,3,0,low,3
Employed,product,6,0,5,0,medium,4
Left,product,5,0,2,0,medium,3
Employed,product,4,1,3,0,medium,8
Employed,product,9,0,5,0,medium,4
Employed,product,4,1,3,0,medium,8
Left,product,5,0,2,0,low,3
Employed,product,9,0,3,0,low,2
Employed,product,6,0,3,0,low,4
Left,product,5,0,2,0,medium,3
Left,product,4,1,2,0,medium,3
Employed,product,6,0,3,0,medium,3
Employed,product,2,0,6,0,low,2
Employed,product,7,0,3,0,low,3
Left,product,5,0,2,0,low,3
Employed,product,5,0,3,0,medium,2
Employed,product,6,0,3,0,low,4
Left,product,4,0,2,0,low,3
Employed,product,8,0,4,0,low,7
Left,product,4,1,2,0,low,3
Left,product,4,0,2,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,6,0,4,0,medium,7
Left,product,5,0,2,0,medium,3
Left,product,4,0,2,0,medium,3
Employed,product,3,0,5,0,low,5
Employed,product,8,0,4,0,medium,6
Employed,product,8,1,3,0,low,3
Employed,product,10,0,4,0,medium,3
Employed,product,8,0,4,0,low,4
Left,product,5,0,2,0,medium,3
Left,product,4,0,2,0,medium,3
Left,product,4,0,2,0,low,3
Employed,product,4,0,3,0,high,4
Left,product,4,0,2,0,low,3
Left,product,4,1,2,0,low,3
Left,product,4,0,2,0,low,3
Left,product,4,0,2,0,medium,3
Employed,product,6,0,3,0,medium,3
Employed,product,10,0,4,0,low,3
Employed,product,5,0,3,0,medium,2
Employed,product,3,0,5,0,high,6
Left,product,5,0,2,0,medium,3
Employed,product,5,1,3,0,medium,3
Left,product,4,0,2,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,6,0,3,0,medium,3
Left,product,5,0,2,0,medium,3
Employed,product,7,0,3,0,medium,6
Left,product,6,0,2,0,medium,3
Employed,product,7,0,3,0,low,3
Employed,product,8,0,4,0,medium,2
Employed,product,10,0,5,0,medium,4
Employed,product,9,0,5,0,medium,4
Employed,product,6,0,5,0,low,5
Employed,product,5,0,5,0,medium,4
Employed,product,8,0,3,0,low,2
Left,product,5,0,2,0,low,3
Employed,product,4,0,3,0,medium,10
Employed,product,10,0,4,0,low,3
Employed,product,6,1,3,0,medium,2
Employed,product,7,0,5,0,medium,3
Left,product,4,0,2,0,low,3
Employed,product,5,0,5,0,low,3
Left,product,4,0,2,0,low,3
Employed,product,5,0,2,0,medium,5
Left,product,4,0,2,0,medium,3
Employed,product,9,0,4,0,medium,5
Employed,product,5,0,5,0,medium,4
Employed,product,5,1,3,0,medium,3
Employed,product,9,0,4,0,low,7
Employed,product,8,0,6,0,medium,3
Left,product,5,0,2,0,medium,3
Employed,product,7,0,2,0,low,5
Employed,product,9,0,3,0,low,2
Left,product,5,0,2,0,medium,3
Employed,product,5,0,3,0,low,2
Left,product,5,0,2,0,low,3
Employed,product,7,1,4,0,medium,4
Employed,product,8,0,3,0,low,10
Left,product,5,0,2,0,high,3
Left,product,5,0,2,0,medium,3
Employed,product,6,0,4,0,medium,3
Employed,product,4,0,2,0,low,3
Employed,product,10,0,4,0,medium,3
Left,product,4,0,2,0,low,3
Employed,product,4,0,3,0,high,3
Employed,product,9,0,3,0,low,4
Left,product,4,0,2,0,medium,3
Employed,product,8,1,3,0,medium,3
Employed,product,8,0,3,0,low,10
Employed,product,7,0,3,0,low,2
Left,product,4,0,2,0,low,3
Left,product,5,0,5,0,medium,3
Left,product,5,1,2,0,medium,3
Employed,product,10,0,3,0,medium,3
Left,product,6,0,2,0,high,3
Left,product,5,0,2,0,medium,3
Employed,product,6,0,5,0,medium,6
Employed,product,5,1,3,0,medium,2
Employed,product,4,0,4,0,low,4
Employed,product,2,0,5,0,medium,5
Left,product,5,0,2,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,9,0,4,0,low,2
Employed,product,6,0,5,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,7,0,3,0,low,2
Employed,product,3,0,4,0,medium,4
Left,product,4,0,2,0,medium,3
Employed,product,5,0,4,0,medium,7
Left,product,4,0,2,0,medium,3
Employed,product,7,0,4,0,medium,4
Left,product,4,0,2,0,medium,3
Employed,product,8,0,3,0,low,3
Employed,product,7,0,4,0,low,3
Left,product,4,0,2,0,medium,3
Employed,product,5,0,3,0,high,7
Employed,product,5,1,2,0,low,3
Employed,product,10,0,4,0,medium,3
Employed,product,10,0,3,0,low,3
Employed,product,3,0,6,0,medium,3
Employed,product,6,1,4,0,low,4
Employed,product,5,0,5,0,medium,4
Employed,product,7,0,3,0,high,3
Employed,product,9,0,5,0,low,4
Employed,product,10,0,4,0,low,3
Employed,product,7,0,4,0,medium,3
Left,product,5,0,2,0,medium,3
Employed,product,3,0,2,0,low,2
Employed,product,10,0,5,0,medium,3
Employed,product,7,0,3,0,low,3
Employed,product,8,0,3,0,high,2
Left,product,5,0,2,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,6,0,5,0,medium,4
Employed,product,6,0,4,0,low,4
Employed,product,6,0,4,0,medium,3
Employed,product,5,1,3,0,medium,3
Employed,product,9,0,4,0,low,2
Employed,product,8,1,4,0,high,5
Left,product,6,0,2,0,medium,3
Employed,product,10,1,3,0,low,2
Employed,product,3,1,3,0,medium,3
Employed,product,8,0,4,0,high,3
Left,product,4,0,2,0,low,3
Employed,product,5,1,4,0,low,2
Left,product,6,0,2,0,low,3
Left,product,5,0,2,0,low,3
Employed,product,10,0,4,0,medium,4
Left,product,5,1,2,0,low,3
Employed,product,3,1,5,0,low,4
Employed,product,6,0,3,0,medium,2
Employed,product,3,0,5,0,low,4
Left,product,4,0,2,0,medium,3
Employed,product,8,0,3,0,medium,3
Employed,product,7,1,5,0,medium,3
Employed,product,4,0,5,0,low,2
Employed,product,6,1,4,0,low,3
Left,product,5,0,2,0,low,3
Employed,product,8,0,3,0,medium,3
Left,product,5,0,2,0,medium,3
Employed,product,5,0,4,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,4,0,4,0,low,2
Employed,product,6,0,5,0,low,3
Left,product,5,0,2,0,medium,3
Employed,product,5,0,2,0,low,3
Employed,product,10,0,3,0,low,3
Employed,product,10,0,3,0,low,4
Employed,product,9,0,2,0,low,3
Employed,product,8,0,3,0,low,2
Employed,product,8,0,3,0,medium,3
Employed,product,5,0,3,0,high,3
Employed,product,8,0,4,0,low,3
Employed,product,9,0,4,0,medium,3
Employed,product,8,0,3,0,low,2
Employed,product,5,0,6,0,medium,4
Employed,product,10,1,2,0,medium,4
Employed,product,5,0,3,0,medium,3
Employed,product,4,0,2,0,low,2
Employed,product,7,1,3,0,low,2
Employed,product,9,0,4,0,low,3
Employed,product,3,0,4,0,low,4
Employed,product,9,0,4,0,low,3
Employed,product,9,0,4,0,medium,2
Employed,product,8,0,4,0,low,2
Employed,product,10,0,3,0,low,3
Employed,product,9,0,4,0,medium,2
Employed,product,4,0,2,0,low,2
Employed,product,9,0,5,0,medium,2
Employed,product,9,0,4,0,low,4
Employed,product,9,0,4,0,low,3
Employed,product,8,0,4,0,medium,2
Employed,product,6,1,4,0,low,2
Employed,product,8,0,4,0,medium,4
Employed,product,7,0,6,0,medium,4
Employed,product,6,1,4,0,low,2
Employed,product,10,1,5,0,medium,2
Employed,product,10,1,4,0,low,2
Employed,product,7,0,2,0,medium,2
Employed,product,6,1,3,0,low,2
Left,product,5,0,2,0,low,3
Employed,product,10,1,4,0,low,3
Employed,product,5,0,2,0,medium,2
Employed,product,9,0,4,0,medium,3
Employed,product,9,0,5,0,medium,3
Left,product,5,0,2,0,low,3
Left,product,5,0,6,0,low,4
Employed,product,10,0,5,0,low,3
Employed,product,9,0,5,0,low,7
Employed,product,9,1,2,0,low,3
Employed,product,9,0,4,0,medium,3
Employed,product,7,0,3,0,low,3
Employed,product,7,1,3,0,low,4
Employed,product,3,1,4,0,low,3
Employed,product,7,0,4,0,low,3
Employed,product,7,0,3,0,low,3
Employed,product,8,0,4,0,low,2
Employed,product,8,1,3,0,low,3
Employed,product,10,1,4,0,medium,10
Employed,product,10,0,3,0,low,3
Employed,product,7,1,4,0,high,2
Employed,product,6,0,4,0,medium,3
Employed,product,8,0,3,0,low,2
Employed,product,3,0,6,0,medium,3
Employed,product,7,0,5,0,low,2
Employed,product,8,0,4,0,low,3
Employed,product,7,0,5,0,low,2
Employed,product,8,0,2,0,medium,2
Employed,product,6,0,5,0,low,2
Employed,product,8,1,3,0,low,2
Employed,product,6,0,4,0,low,3
Employed,product,8,1,3,0,medium,3
Employed,product,9,0,3,0,medium,2
Employed,product,10,1,4,0,high,3
Employed,product,5,0,4,0,medium,3
Employed,product,7,0,5,0,low,2
Employed,product,6,0,4,0,low,2
Employed,product,6,0,5,0,low,2
Employed,product,6,0,4,0,low,2
Employed,product,6,0,5,0,high,2
Employed,product,9,0,5,0,low,2
Employed,product,8,0,3,0,low,3
Employed,product,2,0,6,0,medium,5
Employed,product,10,0,2,0,low,7
Employed,product,8,0,3,0,medium,3
Employed,product,8,0,3,0,medium,4
Employed,product,10,1,4,0,medium,10
Employed,product,9,0,4,0,low,2
Employed,product,4,0,3,0,low,3
Employed,product,9,0,4,0,low,3
Employed,product,6,0,3,0,low,2
Employed,product,5,1,3,0,medium,3
Employed,product,2,0,5,0,low,5
Employed,product,7,1,3,0,medium,4
Employed,product,9,0,6,0,high,4
Employed,product,9,0,4,0,low,3
Employed,product,7,0,4,0,low,2
Employed,product,10,0,5,0,low,4
Employed,product,7,0,5,0,medium,3
Employed,product,6,0,5,0,high,2
Employed,product,7,1,3,0,low,2
Employed,product,5,0,3,0,medium,2
Employed,product,9,0,4,0,low,3
Employed,product,10,1,4,0,high,3
Employed,product,6,0,4,0,low,3
Employed,product,10,0,4,0,high,3
Employed,product,5,0,2,0,low,2
Employed,product,7,0,5,0,low,2
Employed,product,8,1,2,0,low,2
Employed,product,10,0,2,0,low,7
Employed,product,8,0,2,0,medium,3
Employed,product,10,0,3,0,low,2
Employed,product,9,0,5,0,medium,3
Employed,product,6,1,3,0,medium,3
